Ano-calendário;Código da Receita Tributária;Descrição;Valor da Receita Tributária;Percentual do PIB;;;;
2009;2900.08;Contrib. Rurais;164,9652994;0,000154358;;;;
2009;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;0;0;;;;
2009;3000;Tributos sobre a Propriedade;41789,01107;0,039102033;;;;
2009;3100;Propriedade Imobiliária (urbana e rural) ;15606,78148;0,014603286;;;;
2009;3100.01;ITR;421,191075;0,000394109;;;;
2009;3100.02;IPTU;15185,5904;0,014209177;;;;
2009;3200;Propriedade de Veículos Automotores;20107,34159;0,018814466;;;;
2009;3200.01;IPVA;20107,34159;0,018814466;;;;
2009;3300;Transferências Patrimoniais;6074,888008;0,005684281;;;;
2009;3300.01;ITCD;1677,646209;0,001569776;;;;
2009;3300.02;ITBI;4397,241799;0,004114505;;;;
2009;4000;Tributos sobre Bens e Serviços;475780,4973;0,445188446;;;;
2009;4100;Gerais ;354102,7185;0,331334386;;;;
2009;4100.01;ICMS - Exceto Seletivos;164306,907;0,153742192;;;;
2009;4100.02;IPI - Exceto Seletivos;19990,59465;0,018705226;;;;
2009;4100.03;Cofins;117084,2984;0,109555934;;;;
2009;4100.04;PIS;25390,638;0,023758054;;;;
2009;4100.05;Imposto sobre Serviços (ISS);27330,2805;0,02557298;;;;
2009;4200;Seletivos;70386,4912;0,065860734;;;;
2009;4210;Automóveis;2110,787678;0,001975067;;;;
2009;4210.01;IPI - Automóveis;2110,787678;0,001975067;;;;
2009;4220;Bebidas;2309,564097;0,002161062;;;;
2009;4220.01;IPI - Bebidas;2309,564097;0,002161062;;;;
2009;4230;Combustíveis;41494,90066;0,038826834;;;;
2009;4230.01;CIDE - Combustíveis;4916,224663;0,004600118;;;;
2009;4230.02;ICMS - Combustíveis;36578,676;0,034226716;;;;
2009;4240;Energia Elétrica;21151,656;0,019791633;;;;
2009;4240.01;ICMS - Energia Elétrica;21151,656;0,019791633;;;;
2009;4250;Tabaco;3319,582763;0,003106138;;;;
2009;4250.01;IPI - Tabaco;3319,582763;0,003106138;;;;
2009;4300;Comércio Exterior;15904,48936;0,014881852;;;;
2009;4300.01;Imposto sobre Importação;15838,59779;0,014820197;;;;
2009;4300.02;Imposto sobre Exportação;65,89157182;6,16548E-05;;;;
2009;4400;Taxas - Prest. Serviços e Poder Polícia;27080,86131;0,025339598;;;;
2009;4400.01;Taxas Federais;4150,628235;0,003883748;;;;
2009;4400.02;Outros Tributos Estaduais;15359,44948;0,014371857;;;;
2009;4400.03;Outros Tributos Municipais;7570,783596;0,007083992;;;;
2009;4500;Contribuições Previdenciárias;655,8664768;0,000613695;;;;
2009;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2009;4500.02;Adicional à Contribuição Previdenciária;655,8664768;0,000613695;;;;
2009;4600;Outras Contrib. Sociais e Econômicas;7650,070374;0,007158181;;;;
2009;4600.01;Rec. Partic. Seguro DPVAT;2596,594152;0,002429637;;;;
2009;4600.02;AFRMM ;1511,473836;0,001414288;;;;
2009;4600.03;Cide-Remessas;1147,222354;0,001073457;;;;
2009;4600.04;Contr. s/ Rec. Empr. Telecomun.;1094,294;0,001023932;;;;
2009;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;967,9108611;0,000905675;;;;
2009;4600.06;Contrib. s/ as Lojas Francas;149,4413386;0,000139832;;;;
2009;4600.07;Contrib. s/ Faturam. Empres. Informática ;84,17254399;7,87604E-05;;;;
2009;4600.08;CONDECINE;44,14254919;4,13042E-05;;;;
2009;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;0,71718447;6,7107E-07;;;;
2009;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;53,50398593;5,00638E-05;;;;
2009;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,59755878;5,59137E-07;;;;
2009;4600.12;Contribuição s/ Jogos de Bingo;0,00001;9,35701E-12;;;;
2009;5000;Tributos sobre Transações Financeiras;19205,90622;0,017970992;;;;
2009;5100;Tributos sobre Débitos e Créditos Bancários;-29,18983511;-2,7313E-05;;;;
2009;5100.01;CPMF;-29,18983511;-2,7313E-05;;;;
2009;5200;Outros;19235,09606;0,017998305;;;;
2009;5200.01;IOF;19235,09606;0,017998305;;;;
2009;9000;Outros Tributos;-1288,733926;-0,00120587;;;;
2009;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;-1338,794774;-0,001252712;;;;
2009;9000.02;Adic. s/ Pass. Aéreas Domést.;0,00266901;2,4974E-09;;;;
2009;9000.03;Contribuição para o PIN ;1,29524572;1,21196E-06;;;;
2009;9000.05;PROTERRA;0,86349804;8,07976E-07;;;;
2009;9000.06;Reserva Global de Reversão ;47,85694992;4,47798E-05;;;;
2009;9000.07;Outras Contribuições Sociais ;0,04248481;3,97531E-08;;;;
2009;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2009;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2010;0;Total da Receita Tributária;1263144,541;1;;;;
2010;1000;Tributos sobre a Renda;261885,0749;0,207327876;;;;
2010;1100;Pessoa Física;90975,01817;0,072022651;;;;
2010;1100.01;IRPF;16248,27504;0,012863354;;;;
2010;1100.02;IRRF - Trabalho União;49472,39038;0,039166056;;;;
2010;1100.03;IRRF - Estados;16499,41312;0,013062173;;;;
2010;1100.04;IRRF - Municípios;5607,531156;0,004439342;;;;
2010;1100.05;Contrib. s/ Concursos e Prognósticos;3147,408484;0,002491725;;;;
2010;1200;Pessoa Jurídica;128254,5088;0,101535893;;;;
2010;1200.01;IRPJ;82474,04188;0,06529264;;;;
2010;1200.02;CSLL;45780,46695;0,036243253;;;;
2010;1900;Retenções não Alocáveis;42655,54791;0,033769332;;;;
2010;1900.01;IRRF - Não Residentes;11536,62659;0,009133259;;;;
2010;1900.02;IRRF - Capital;24886,52874;0,019702044;;;;
2010;1900.03;IRRF - Outros;6232,392578;0,00493403;;;;
2010;2000;Tributos sobre a Folha de Salários;347907,1212;0,275429383;;;;
2010;2100;Previdência Social;251525,2627;0,199126271;;;;
2010;2110;Empregador;176009,4972;0,139342325;;;;
2010;2110.01;Contrib. para o INSS - Patronal;151495,4357;0,119935154;;;;
2010;2110.02;CPSS - Parcela Governo;12235,09807;0,009686222;;;;
2010;2110.03;Previd. dos Estados - Governo;8741,297971;0,006920267;;;;
2010;2110.04;Previd. dos Municípios - Governo;3537,665498;0,002800681;;;;
2010;2120;Empregado;75515,76551;0,059783946;;;;
2010;2120.01;Contrib. para o INSS - Empregado;59599,85121;0,047183714;;;;
2010;2120.02;CPSS - Parcela Servidor;8572,582955;0,0067867;;;;
2010;2120.03;Previd. dos Estados - Servidor;3892,498054;0,003081594;;;;
2010;2120.04;Previd. dos Municípios - Servidor;1575,321664;0,001247143;;;;
2010;2120.05;Contrib. p/ Custeio das Pensões Militares;1869,020969;0,001479657;;;;
2010;2120.06;Contribuição Voluntária  Montepio Civil ;6,49065996;5,13849E-06;;;;
2010;2200;Seguro Desemprego;64270,62588;0,05088145;;;;
2010;2200.01;FGTS;64270,62588;0,05088145;;;;
2010;2900;Outros;32111,23263;0,025421661;;;;
2010;2900.01;Salário Educação;11049,19908;0,008747375;;;;
2010;2900.02;"Sistema ""S""";9924,948589;0,007857334;;;;
2010;2900.03;PIS - Folha de pagamento;516,3687553;0,000408796;;;;
2010;2900.04;Pasep;9879,741433;0,007821545;;;;
2010;2900.05;Cota-Parte Contrib. Sindical;367,1750671;0,000290683;;;;
2010;2900.06;Contrib. p/ Ensino Aeroviario;104,9723644;8,3104E-05;;;;
2010;2900.07;Contrib. p/ Ensino Profiss. Maritimo;83,61434169;6,61954E-05;;;;
2010;2900.08;Contrib. Rurais;185,214137;0,000146629;;;;
2010;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;-0,00113229;-8,96406E-10;;;;
2010;3000;Tributos sobre a Propriedade;47654,56921;0,037726933;;;;
2010;3100;Propriedade Imobiliária (urbana e rural) ;17929,31295;0,014194189;;;;
2010;3100.01;ITR;485,0228672;0,00038398;;;;
2010;3100.02;IPTU;17444,29008;0,013810209;;;;
2010;3200;Propriedade de Veículos Automotores;21366,56029;0,016915372;;;;
2010;3200.01;IPVA;21366,56029;0,016915372;;;;
2010;3300;Transferências Patrimoniais;8358,69597;0,006617371;;;;
2010;3300.01;ITCD;2518,378585;0,001993737;;;;
2010;3300.02;ITBI;5840,317385;0,004623633;;;;
2010;4000;Tributos sobre Bens e Serviços;578157,1866;0,457712611;;;;
2010;4100;Gerais ;432635,8183;0,342506977;;;;
2010;4100.01;ICMS - Exceto Seletivos;203371,5361;0,161004168;;;;
2010;4100.02;IPI - Exceto Seletivos;25371,98941;0,020086371;;;;
2010;4100.03;Cofins;140938,7325;0,111577676;;;;
2010;4100.04;PIS;30197,52835;0,023906629;;;;
2010;4100.05;Imposto sobre Serviços (ISS);32756,03196;0,025932133;;;;
2010;4200;Seletivos;84426,15119;0,066838076;;;;
2010;4210;Automóveis;5786,85148;0,004581306;;;;
2010;4210.01;IPI - Automóveis;5786,85148;0,004581306;;;;
2010;4220;Bebidas;2430,624577;0,001924265;;;;
2010;4220.01;IPI - Bebidas;2430,624577;0,001924265;;;;
2010;4230;Combustíveis;48976,99394;0,038773863;;;;
2010;4230.01;CIDE - Combustíveis;7759,104937;0,00614269;;;;
2010;4230.02;ICMS - Combustíveis;41217,889;0,032631174;;;;
2010;4240;Energia Elétrica;23527,429;0,018626078;;;;
2010;4240.01;ICMS - Energia Elétrica;23527,429;0,018626078;;;;
2010;4250;Tabaco;3704,252201;0,002932564;;;;
2010;4250.01;IPI - Tabaco;3704,252201;0,002932564;;;;
2010;4300;Comércio Exterior;21118,96717;0,016719359;;;;
2010;4300.01;Imposto sobre Importação;21071,92902;0,01668212;;;;
2010;4300.02;Imposto sobre Exportação;47,03814962;3,72389E-05;;;;
2010;4400;Taxas - Prest. Serviços e Poder Polícia;30679,17193;0,024287935;;;;
2010;4400.01;Taxas Federais;5068,293578;0,004012442;;;;
2010;4400.02;Outros Tributos Estaduais;17038,3802;0,01348886;;;;
2010;4400.03;Outros Tributos Municipais;8572,498148;0,006786633;;;;
2010;4500;Contribuições Previdenciárias;740,8572854;0,000586518;;;;
2010;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2010;4500.02;Adicional à Contribuição Previdenciária;740,8572854;0,000586518;;;;
2010;4600;Outras Contrib. Sociais e Econômicas;8556,220665;0,006773746;;;;
2010;4600.01;Rec. Partic. Seguro DPVAT;2830,427291;0,002240779;;;;
2010;4600.02;AFRMM ;2348,851423;0,001859527;;;;
2010;4600.03;Cide-Remessas;1211,64187;0,000959227;;;;
2010;4600.04;Contr. s/ Rec. Empr. Telecomun.;1185,591426;0,000938603;;;;
2010;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;655,5725628;0,000519;;;;
2010;4600.06;Contrib. s/ as Lojas Francas;165,9639292;0,000131389;;;;
2010;4600.07;Contrib. s/ Faturam. Empres. Informática ;99,66920879;7,89056E-05;;;;
2010;4600.08;CONDECINE;49,25703675;3,89956E-05;;;;
2010;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;4,27192669;3,38198E-06;;;;
2010;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;4,31805034;3,41849E-06;;;;
2010;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,6583375;5,21189E-07;;;;
2010;4600.12;Contribuição s/ Jogos de Bingo;-0,00239685;-1,89753E-09;;;;
2010;5000;Tributos sobre Transações Financeiras;26559,21247;0,021026265;;;;
2010;5100;Tributos sobre Débitos e Créditos Bancários;-12,11160239;-9,58845E-06;;;;
2010;5100.01;CPMF;-12,11160239;-9,58845E-06;;;;
2010;5200;Outros;26571,32407;0,021035854;;;;
2010;5200.01;IOF;26571,32407;0,021035854;;;;
2010;9000;Outros Tributos;981,3768864;0,000776932;;;;
2010;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;107,8123597;8,53524E-05;;;;
2010;9000.02;Adic. s/ Pass. Aéreas Domést.;0;0;;;;
2010;9000.03;Contribuição para o PIN ;2,62749593;2,08012E-06;;;;
2010;9000.05;PROTERRA;1,7516647;1,38675E-06;;;;
2010;9000.06;Reserva Global de Reversão ;868,3541727;0,000687454;;;;
2010;9000.07;Outras Contribuições Sociais ;0,83119339;6,58035E-07;;;;
2010;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2010;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2011;0;Total da Receita Tributária;1459329,58;1;;;;
2011;1000;Tributos sobre a Renda;317717,8547;0,217714942;;;;
2011;1100;Pessoa Física;107755,2958;0,073838903;;;;
2011;1100.01;IRPF;20515,44415;0,014058129;;;;
2011;1100.02;IRRF - Trabalho União;58838,49473;0,040318853;;;;
2011;1100.03;IRRF - Estados;18157,10753;0,012442088;;;;
2011;1100.04;IRRF - Municípios;6830,322216;0,004680452;;;;
2011;1100.05;Contrib. s/ Concursos e Prognósticos;3413,927169;0,002339381;;;;
2011;1200;Pessoa Jurídica;153651,9886;0,105289436;;;;
2011;1200.01;IRPJ;94957,60076;0,065069332;;;;
2011;1200.02;CSLL;58694,38787;0,040220104;;;;
2011;1900;Retenções não Alocáveis;56310,57024;0,038586602;;;;
2011;1900.01;IRRF - Não Residentes;13870,04536;0,009504395;;;;
2011;1900.02;IRRF - Capital;35159,24885;0,02409274;;;;
2011;1900.03;IRRF - Outros;7281,276038;0,004989466;;;;
2011;2000;Tributos sobre a Folha de Salários;395667,5643;0,271129681;;;;
2011;2100;Previdência Social;287284,3121;0,196860473;;;;
2011;2110;Empregador;201872,2094;0,138332158;;;;
2011;2110.01;Contrib. para o INSS - Patronal;175406,698;0,120196767;;;;
2011;2110.02;CPSS - Parcela Governo;13204,4455;0,009048296;;;;
2011;2110.03;Previd. dos Estados - Governo;9235,069146;0,006328296;;;;
2011;2110.04;Previd. dos Municípios - Governo;4025,99674;0,002758799;;;;
2011;2120;Empregado;85412,10272;0,058528316;;;;
2011;2120.01;Contrib. para o INSS - Empregado;68266,66984;0,046779474;;;;
2011;2120.02;CPSS - Parcela Servidor;9291,146871;0,006366723;;;;
2011;2120.03;Previd. dos Estados - Servidor;4057,763857;0,002780567;;;;
2011;2120.04;Previd. dos Municípios - Servidor;1768,968245;0,001212179;;;;
2011;2120.05;Contrib. p/ Custeio das Pensões Militares;2025,441007;0,001387926;;;;
2011;2120.06;Contribuição Voluntária  Montepio Civil ;2,1129028;1,44786E-06;;;;
2011;2200;Seguro Desemprego;74978,80153;0,051378936;;;;
2011;2200.01;FGTS;74978,80153;0,051378936;;;;
2011;2900;Outros;33404,45067;0,022890272;;;;
2011;2900.01;Salário Educação;13115,38198;0,008987265;;;;
2011;2900.02;"Sistema ""S""";11858,1265;0,008125736;;;;
2011;2900.03;PIS - Folha de pagamento;577,2932769;0,000395588;;;;
2011;2900.04;Pasep;6958,37943;0,004768203;;;;
2011;2900.05;Cota-Parte Contrib. Sindical;441,9867865;0,00030287;;;;
2011;2900.06;Contrib. p/ Ensino Aeroviario;123,6809491;8,47519E-05;;;;
2011;2900.07;Contrib. p/ Ensino Profiss. Maritimo;96,79194286;6,63263E-05;;;;
2011;2900.08;Contrib. Rurais;213,5299272;0,000146321;;;;
2011;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;19,27987326;1,32115E-05;;;;
2011;3000;Tributos sobre a Propriedade;54441,6959;0,037305963;;;;
2011;3100;Propriedade Imobiliária (urbana e rural) ;20279,59903;0,013896517;;;;
2011;3100.01;ITR;570,710645;0,000391077;;;;
2011;3100.02;IPTU;19708,88839;0,01350544;;;;
2011;3200;Propriedade de Veículos Automotores;24112,03335;0,016522678;;;;
2011;3200.01;IPVA;24112,03335;0,016522678;;;;
2011;3300;Transferências Patrimoniais;10050,06351;0,006886767;;;;
2011;3300.01;ITCD;2768,224693;0,001896915;;;;
2011;3300.02;ITBI;7281,838821;0,004989852;;;;
2011;4000;Tributos sobre Bens e Serviços;659044,4573;0,451607688;;;;
2011;4100;Gerais ;484956,7132;0,332314728;;;;
2011;4100.01;ICMS - Exceto Seletivos;218894,06;0,149996315;;;;
2011;4100.02;IPI - Exceto Seletivos;27341,94931;0,018735966;;;;
2011;4100.03;Cofins;164981,9668;0,11305326;;;;
2011;4100.04;PIS;35366,72321;0,024234911;;;;
2011;4100.05;Imposto sobre Serviços (ISS);38372,01393;0,026294275;;;;
2011;4200;Seletivos;101370,3192;0,069463623;;;;
2011;4210;Automóveis;7150,104521;0,004899582;;;;
2011;4210.01;IPI - Automóveis;7150,104521;0,004899582;;;;
2011;4220;Bebidas;2992,087054;0,002050316;;;;
2011;4220.01;IPI - Bebidas;2992,087054;0,002050316;;;;
2011;4230;Combustíveis;62009,84464;0,042492008;;;;
2011;4230.01;CIDE - Combustíveis;8958,530644;0,006138799;;;;
2011;4230.02;ICMS - Combustíveis;53051,314;0,03635321;;;;
2011;4240;Energia Elétrica;25473,719;0,017455768;;;;
2011;4240.01;ICMS - Energia Elétrica;25473,719;0,017455768;;;;
2011;4250;Tabaco;3744,56397;0,002565948;;;;
2011;4250.01;IPI - Tabaco;3744,56397;0,002565948;;;;
2011;4300;Comércio Exterior;26762,65084;0,018339004;;;;
2011;4300.01;Imposto sobre Importação;26711,46052;0,018303926;;;;
2011;4300.02;Imposto sobre Exportação;51,19031581;3,5078E-05;;;;
2011;4400;Taxas - Prest. Serviços e Poder Polícia;35238,43165;0,024147;;;;
2011;4400.01;Taxas Federais;5833,418594;0,003997328;;;;
2011;4400.02;Outros Tributos Estaduais;19743,20821;0,013528958;;;;
2011;4400.03;Outros Tributos Municipais;9661,80485;0,006620715;;;;
2011;4500;Contribuições Previdenciárias;853,252629;0,000584688;;;;
2011;4500.01;Contrib. Previdenciária sobre Faturamento;0,01485153;1,0177E-08;;;;
2011;4500.02;Adicional à Contribuição Previdenciária;853,2377775;0,000584678;;;;
2011;4600;Outras Contrib. Sociais e Econômicas;9863,08981;0,006758644;;;;
2011;4600.01;Rec. Partic. Seguro DPVAT;3268,863269;0,002239976;;;;
2011;4600.02;AFRMM ;2456,564317;0,001683351;;;;
2011;4600.03;Cide-Remessas;1507,39211;0,001032935;;;;
2011;4600.04;Contr. s/ Rec. Empr. Telecomun.;1394,687647;0,000955704;;;;
2011;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;825,5730408;0,000565721;;;;
2011;4600.06;Contrib. s/ as Lojas Francas;191,3427194;0,000131117;;;;
2011;4600.07;Contrib. s/ Faturam. Empres. Informática ;158,2790072;0,00010846;;;;
2011;4600.08;CONDECINE;54,6225756;3,74299E-05;;;;
2011;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;1,30253082;8,92554E-07;;;;
2011;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;3,70660528;2,53994E-06;;;;
2011;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,75532465;5,17583E-07;;;;
2011;4600.12;Contribuição s/ Jogos de Bingo;0,00066438;4,55264E-10;;;;
2011;5000;Tributos sobre Transações Financeiras;32081,38117;0,021983643;;;;
2011;5100;Tributos sobre Débitos e Créditos Bancários;82,47101165;5,65129E-05;;;;
2011;5100.01;CPMF;82,47101165;5,65129E-05;;;;
2011;5200;Outros;31998,91016;0,021927131;;;;
2011;5200.01;IOF;31998,91016;0,021927131;;;;
2011;9000;Outros Tributos;376,6270809;0,000258082;;;;
2011;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;324,7703166;0,000222548;;;;
2011;9000.02;Adic. s/ Pass. Aéreas Domést.;0;0;;;;
2011;9000.03;Contribuição para o PIN ;0,15363717;1,05279E-07;;;;
2011;9000.05;PROTERRA;0,10242548;7,01867E-08;;;;
2011;9000.06;Reserva Global de Reversão ;51,5701714;3,53383E-05;;;;
2011;9000.07;Outras Contribuições Sociais ;0,03053024;2,09207E-08;;;;
2011;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2011;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2012;0;Total da Receita Tributária;1570401,53;1;;;;
2012;1000;Tributos sobre a Renda;325228,6438;0,207099037;;;;
2012;1100;Pessoa Física;120107,7419;0,076482186;;;;
2012;1100.01;IRPF;22499,33026;0,014327119;;;;
2012;1100.02;IRRF - Trabalho União;64536,03906;0,041095247;;;;
2012;1100.03;IRRF - Estados;21060,45085;0,01341087;;;;
2012;1100.04;IRRF - Municípios;8248,361782;0,00525239;;;;
2012;1100.05;Contrib. s/ Concursos e Prognósticos;3763,559912;0,002396559;;;;
2012;1200;Pessoa Jurídica;148423,4456;0,094513055;;;;
2012;1200.01;IRPJ;92589,19691;0,058958932;;;;
2012;1200.02;CSLL;55834,24871;0,035554123;;;;
2012;1900;Retenções não Alocáveis;56697,45631;0,036103796;;;;
2012;1900.01;IRRF - Não Residentes;15207,12778;0,009683592;;;;
2012;1900.02;IRRF - Capital;33308,50355;0,021210183;;;;
2012;1900.03;IRRF - Outros;8181,824976;0,005210021;;;;
2012;2000;Tributos sobre a Folha de Salários;439646,607;0,279958086;;;;
2012;2100;Previdência Social;315478,2939;0,200890211;;;;
2012;2110;Empregador;220676,7392;0,140522494;;;;
2012;2110.01;Contrib. para o INSS - Patronal;192149,2281;0,12235675;;;;
2012;2110.02;CPSS - Parcela Governo;13366,31066;0,008511397;;;;
2012;2110.03;Previd. dos Estados - Governo;10711,07035;0,006820593;;;;
2012;2110.04;Previd. dos Municípios - Governo;4450,130024;0,002833753;;;;
2012;2120;Empregado;94801,55472;0,060367717;;;;
2012;2120.01;Contrib. para o INSS - Empregado;76466,22877;0,048692151;;;;
2012;2120.02;CPSS - Parcela Servidor;9488,032518;0,006041788;;;;
2012;2120.03;Previd. dos Estados - Servidor;4835,330342;0,003079041;;;;
2012;2120.04;Previd. dos Municípios - Servidor;2008,935432;0,00127925;;;;
2012;2120.05;Contrib. p/ Custeio das Pensões Militares;2001,21142;0,001274331;;;;
2012;2120.06;Contribuição Voluntária  Montepio Civil ;1,81623773;1,15654E-06;;;;
2012;2200;Seguro Desemprego;85812,64751;0,054643762;;;;
2012;2200.01;FGTS;85812,64751;0,054643762;;;;
2012;2900;Outros;38355,66563;0,024424114;;;;
2012;2900.01;Salário Educação;14774,50896;0,009408109;;;;
2012;2900.02;"Sistema ""S""";13556,56421;0,008632546;;;;
2012;2900.03;PIS - Folha de pagamento;654,7467976;0,00041693;;;;
2012;2900.04;Pasep;8397,993989;0,005347673;;;;
2012;2900.05;Cota-Parte Contrib. Sindical;475,9471237;0,000303074;;;;
2012;2900.06;Contrib. p/ Ensino Aeroviario;111,8349745;7,12143E-05;;;;
2012;2900.07;Contrib. p/ Ensino Profiss. Maritimo;122,7338229;7,81544E-05;;;;
2012;2900.08;Contrib. Rurais;240,5551577;0,000153181;;;;
2012;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;20,78059159;1,32327E-05;;;;
2012;3000;Tributos sobre a Propriedade;60887,95873;0,038772223;;;;
2012;3100;Propriedade Imobiliária (urbana e rural) ;22159,6921;0,014110845;;;;
2012;3100.01;ITR;614,3009116;0,000391174;;;;
2012;3100.02;IPTU;21545,39119;0,01371967;;;;
2012;3200;Propriedade de Veículos Automotores;27029,65261;0,017211937;;;;
2012;3200.01;IPVA;27029,65261;0,017211937;;;;
2012;3300;Transferências Patrimoniais;11698,61401;0,007449441;;;;
2012;3300.01;ITCD;3408,683867;0,002170581;;;;
2012;3300.02;ITBI;8289,930147;0,00527886;;;;
2012;4000;Tributos sobre Bens e Serviços;714303,0309;0,454853754;;;;
2012;4100;Gerais ;532426,6584;0,339038551;;;;
2012;4100.01;ICMS - Exceto Seletivos;244752,0052;0,155853137;;;;
2012;4100.02;IPI - Exceto Seletivos;30953,79483;0,019710752;;;;
2012;4100.03;Cofins;175008,175;0,111441674;;;;
2012;4100.04;PIS;37433,41029;0,02383684;;;;
2012;4100.05;Imposto sobre Serviços (ISS);44279,273;0,028196147;;;;
2012;4200;Seletivos;96071,14183;0,061176164;;;;
2012;4210;Automóveis;4395,478593;0,002798952;;;;
2012;4210.01;IPI - Automóveis;4395,478593;0,002798952;;;;
2012;4220;Bebidas;3223,136911;0,002052429;;;;
2012;4220.01;IPI - Bebidas;3223,136911;0,002052429;;;;
2012;4230;Combustíveis;55669,02646;0,035448913;;;;
2012;4230.01;CIDE - Combustíveis;2885,387461;0,001837357;;;;
2012;4230.02;ICMS - Combustíveis;52783,639;0,033611556;;;;
2012;4240;Energia Elétrica;28700,078;0,01827563;;;;
2012;4240.01;ICMS - Energia Elétrica;28700,078;0,01827563;;;;
2012;4250;Tabaco;4083,421865;0,002600241;;;;
2012;4250.01;IPI - Tabaco;4083,421865;0,002600241;;;;
2012;4300;Comércio Exterior;31088,40017;0,019796466;;;;
2012;4300.01;Imposto sobre Importação;30998,33646;0,019739115;;;;
2012;4300.02;Imposto sobre Exportação;90,063713;5,73508E-05;;;;
2012;4400;Taxas - Prest. Serviços e Poder Polícia;38556,84913;0,024552223;;;;
2012;4400.01;Taxas Federais;5265,503925;0,003352967;;;;
2012;4400.02;Outros Tributos Estaduais;22849,90643;0,014550359;;;;
2012;4400.03;Outros Tributos Municipais;10441,43877;0,006648897;;;;
2012;4500;Contribuições Previdenciárias;4069,96632;0,002591672;;;;
2012;4500.01;Contrib. Previdenciária sobre Faturamento;3107,949712;0,00197908;;;;
2012;4500.02;Adicional à Contribuição Previdenciária;962,0166081;0,000612593;;;;
2012;4600;Outras Contrib. Sociais e Econômicas;12090,01505;0,007698678;;;;
2012;4600.01;Rec. Partic. Seguro DPVAT;3518,178741;0,002240305;;;;
2012;4600.02;AFRMM ;2883,138266;0,001835924;;;;
2012;4600.03;Cide-Remessas;1979,060127;0,001260226;;;;
2012;4600.04;Contr. s/ Rec. Empr. Telecomun.;1520,183233;0,000968022;;;;
2012;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;893,3195711;0,000568848;;;;
2012;4600.06;Contrib. s/ as Lojas Francas;215,1204934;0,000136984;;;;
2012;4600.07;Contrib. s/ Faturam. Empres. Informática ;169,0271707;0,000107633;;;;
2012;4600.08;CONDECINE;906,7173504;0,000577379;;;;
2012;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;0,54429359;3,46595E-07;;;;
2012;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;4,07621127;2,59565E-06;;;;
2012;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,64819019;4,12754E-07;;;;
2012;4600.12;Contribuição s/ Jogos de Bingo;0,0014;8,91492E-10;;;;
2012;5000;Tributos sobre Transações Financeiras;30746,81441;0,019578951;;;;
2012;5100;Tributos sobre Débitos e Créditos Bancários;-254,72736;-0,000162205;;;;
2012;5100.01;CPMF;-254,72736;-0,000162205;;;;
2012;5200;Outros;31001,54177;0,019741156;;;;
2012;5200.01;IOF;31001,54177;0,019741156;;;;
2012;9000;Outros Tributos;-411,5250822;-0,000262051;;;;
2012;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;-480,3193169;-0,000305858;;;;
2012;9000.02;Adic. s/ Pass. Aéreas Domést.;0;0;;;;
2012;9000.03;Contribuição para o PIN ;0,09178766;5,84485E-08;;;;
2012;9000.05;PROTERRA;0,06119222;3,8966E-08;;;;
2012;9000.06;Reserva Global de Reversão ;68,50469851;4,36224E-05;;;;
2012;9000.07;Outras Contribuições Sociais ;0,13655631;8,69563E-08;;;;
2012;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2012;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2013;0;Total da Receita Tributária;1735340,403;1;;;;
2013;1000;Tributos sobre a Renda;364615,6145;0,210111869;;;;
2013;1100;Pessoa Física;130073,081;0,074955369;;;;
